Genename	DNMT3A
MTMR3	0.00701920458755116
TRIM24	0.0212327160114253
PTK2	
PRIM1	0.00614574142658317
TMC8	
FOXP1	-0.0675486863437542
SAFB2	-0.0239173824009495
CERT1	-0.0854859278782676
PBRM1	0.030095797093303
NELFA	0.395978462477741
CUL3	-0.0752382189670324
FAF1	0.0972854111173593
DHX30	0.145863793546398
ARHGAP25	0.442699675994411
PALM	-0.803421495973325
CTPS2	0.734108743682392
HSPH1	0.195977781809294
EXOC4	-0.763151052746798
WDR36	-0.317417503579847
LHPP	1.44977726671341
KIAA2013	-0.162832140866545
LEO1	-0.00612250565090462
PHKB	0.499986792325789
SLC38A10	0.145290378084776
ALG1	-0.711125818271192
STXBP5	
VPS4A	0.297047730584529
LYST	1.40392192881378
NBN	-0.190032809820041
THNSL1	0.0540697114027466
TGFB1I1	
EIF4G3	0.706286376379032
IPO11	0.706698786373135
SNX27	0.206915094705127
BCLAF1	0.378741255958424
TUBGCP2	-0.268360961838036
KIF21B	-1.15019361208533
TACSTD2	
ARID4B	-0.452439718877169
SCAF11	0.0526591225715648
ZC3H4	0.0675447598186993
DNAJA4	
DBR1	0.230902879400902
TYMP	2.13488420521988
KYAT3	0.275084378654553
CCZ1	0.105679008733228
WRNIP1	-0.0852626699923894
GAPVD1	-0.750658098249306
USP47	-0.111678426614899
TCF12	0.666684644459271
CD180	-0.257238412053621
UNC93B1	0.702517012913734
STEAP3	-0.418559740734364
FNDC3B	-0.722759966878956
PHKA2	-0.0190329242586552
XAB2	-0.187298752994829
FGD3	0.427902598107444
SVIL	-0.199883968608235
PIK3CD	0.2174905227376
AACS	
NADSYN1	0.245711985382896
AAK1	0.182603277947096
GALNT7	-0.198455823084287
VIRMA	0.149701589134176
HEATR5B	-0.296438274831184
TIAL1	1.15236900129488
RB1	-0.53856193980102
TRIO	-0.178927257006669
DNAH7	-0.655564286429622
TMEM214	-0.236861637353012
FKBP15	0.018021127842746
UTP15	-0.119996067342953
CNOT11	-0.041070047157529
ZCCHC8	0.147429659834467
VWA8	-0.736599202290626
PRPF38A	0.216595079289698
TOR1AIP1	0.174541398364498
VPS13A	-0.78145453861885
IRF2BP1	0.0465153698285914
CDK5RAP3	0.178422770218874
NUP88	-0.263071999787725
XPC	-0.951444528140955
XPO5	0.314607650766377
CRNKL1	-0.205498228453324
NLRX1	0.0744075621796404
SKIV2L	0.289507331122907
RYR2	
PPWD1	0.303247275908962
WASHC4	0.299584696213568
NT5DC3	-0.11412865635503
SRSF4	0.0483626294165986
VPS18	-0.0670908823221712
RNF40	-0.367663653687798
BCAT1	1.43483877552245
NRDC	-0.026582939128088
NUMB	0.532592708270391
ANKFY1	0.273289667690791
ALDH1L2	-0.452980344442951
UBR1	0.217996180304927
PASK	-0.209487567858495
GNE	-0.661884203373284
BRD4	-0.233213106042293
ZMYM3	0.845362866170112
IGF2BP3	0.144237668498362
RTF1	-0.00287524514800408
GAK	-0.0254312401722771
ABHD11	0.138868728619926
NUDCD1	0.0145087820599154
RCC1L	-0.170952482100066
DMXL2	2.02689434397127
ZFR	-0.32559828212648
TMC6	
UTP4	-0.107093203622161
TRMT61A	0.700331597861207
ITPR2	-0.101072551560522
PUM3	0.424551553160295
CCDC6	0.399290352934557
LMBRD1	-0.0483158583754783
ABCA1	-0.182195240987349
PDXP	1.33358777203673
DOP1B	-0.936784264102717
WDR70	0.0542575665160157
CUL4B	0.0141184450958346
LARP1	0.314793023673992
PRIM2	-0.372697142418159
HSDL2	0.580065339707185
EMB	-0.784483770566787
NIPBL	0.136824887217284
BCAP29	0.0844283352851153
GPN1	0.865042160653696
ITGA4	-0.0577161268060297
DIAPH2	0.289932447713628
MRPL4	0.103131793579189
VRK3	0.070062374142872
WDR75	0.0193069445572641
VIPAS39	0.178539579429915
RANBP9	0.16174623056376
DNAH6	
STAU1	0.358349061717057
BNIP2	-0.150783734731434
SLC7A5	0.119409458516311
IL17RA	-0.429127064840247
LRRFIP2	-0.0758359074804017
RAB43	-1.17043495767587
MACF1	-1.24656677575063
P2RX1	
XPO4	-0.192627594695318
RRM2B	
NIT1	0.643761425009612
PEX14	0.599679356954519
RMND5A	0.395481799049099
MAN2C1	0.218379924169074
POGZ	0.259661149122299
BANK1	
TRAF2	-1.23123219191603
P2RX4	-0.882049397802185
RREB1	0.95692674277387
NUP205	-0.00477108270263709
CTDSPL2	-0.299128589713973
MAP1S	0.359747301079463
FHOD1	0.108590993587972
ALG6	-0.079255048807947
TMEM245	0.299948941854484
SUPT6H	-0.0654756245900324
ARL6IP4	0.337625100273221
ERLEC1	0.136623976206432
VWF	0.704743352929823
MRC1	0.258693216793368
CMBL	2.22721098542793
EXOSC7	-0.177136838240433
SERINC1	-0.214432592079489
ARID1A	-0.556764595971345
RAB3GAP1	0.264880472631858
NCBP3	-0.0224763029249063
IRF8	-0.403143416615499
DDX24	-0.366877913627924
LRCH1	
TUBGCP3	-0.735022224394721
CDK13	-0.326804403827487
EEA1	-0.153049897810268
HS2ST1	0.5148391207222
SEMA4D	0.334428438478405
SIPA1	0.105826951718693
DNTTIP2	0.158656294936449
DDX58	0.471127002025601
ARHGEF18	-0.791832664872663
GRSF1	0.360876126573837
MMS19	0.185732622729248
MPHOSPH10	0.0561701244520266
STIM2	-0.488518756046699
MYH10	-0.812595794960731
PNKP	0.2558959846187
RBPJ	-0.18551863518116
OSBPL3	1.23274430544321
MAN2B2	-0.251421126370039
GPN3	0.873314582226588
IRF3	-0.983888514807786
GALM	-0.657052683507336
RHOT1	0.22754659125543
INTS14	-0.0473664648756579
KMT2C	0.0432841956811236
CDC40	-0.124328569660638
IRAG2	-0.422506351430162
B3GLCT	0.393117683452902
TACO1	0.132359415484517
NAT1	0.0510467191577642
IDH3G	0.226402641446279
AQR	0.126711047973202
ARHGEF6	-0.249633679810276
MYOF	0.00336459895262088
LPGAT1	-1.00547236297851
VPS8	
HLA-DQB1	0.493415200319048
DNTT	1.68309046827121
DHTKD1	-0.0518881810381181
ARHGAP17	0.159908726199676
INCENP	-1.2186083761484
ZC3HC1	0.350063528634267
EML4	-0.231355890147757
DNM1L	0.117523834064781
CDR2	
NOC3L	-0.209510382623606
NUCB1	0.3676735889286
STK39	-0.902395026076326
UBR7	0.707536642236987
ZNF512	-0.0151632192080799
HMG20A	0.453224882246905
FDFT1	0.259182324676684
MRPL19	0.0806328297967216
NDRG3	0.109641022805303
SMAD4	1.71037569324169
IMMT	-0.000946595140805914
MCMBP	0.196659532221884
MRM3	0.580494261380072
CLINT1	
REPS1	0.711661722487305
CUTC	0.632655891329434
SAMSN1	-0.680951355623469
PIGQ	
SAMD9L	0.772752470421864
FYTTD1	-0.196742920329918
ERAP2	0.709119315395759
KPNA4	0.14150683386506
RING1	0.391316699697971
NBEAL2	-0.38066929484319
ANO6	-0.260538050916913
DPYSL3	2.0154321658694
COG2	-1.69758688914033
DPY19L1	-0.00375816153781791
WDR37	0.21998590775688
STAM2	-0.467304093312852
ATP11B	-1.0651625055565
PRR12	0.244009505126474
LARP4B	-0.310754582376711
FCF1	-0.544725724514411
STK24	0.579027032142562
CNOT3	0.0576409594756977
MECP2	0.562948048816213
EMILIN2	-0.0156446570551456
HMBS	0.493659513236541
PGAM5	0.0886571040954334
SEC23IP	0.430937484308797
WNK1	0.488741220094954
FUT8	
SPG11	-1.14627048768313
EHD3	-2.11801103829625
PON2	0.543222124393199
TCF20	-0.558426936042501
XRCC1	1.10031234558524
YME1L1	-0.0680413093934045
SHC1	
TNS3	0.835677877166787
TTC38	-0.398546695121238
IRF5	-0.0931737788131589
NSUN5	-0.891887625367344
ACSS2	0.221231331312076
CD33	-0.796765559638199
GBA	-0.115516538326459
IKZF1	-0.516158780661288
KIAA0100	0.532101144358374
SIAE	0.327415458042404
DSCAML1	-1.06065447057014
GADD45GIP1	-0.111590228283024
SLC1A3	
CPN2	
LBP	-0.170199854433269
WASHC5	0.335459768462777
ENOSF1	
KAT6A	0.0201379423798431
ATXN2L	-0.920119417984737
WDR48	1.41687863596722
DBN1	1.72505355136145
TAF5	-0.377856945954243
COBLL1	-2.18902694627703
POLA2	0.00536332301861764
MBD1	-0.0247911240857597
NCOR2	-0.146798163249661
BPNT1	0.342246962477177
OGA	0.0317685235789288
CELF1	0.510555132777647
CHML	
DGKA	-0.448496733793374
CRAT	0.148948025951089
QPCT	
GOLM1	
IPO4	1.19374089476717
CASP8AP2	-0.472992550448096
ITGA6	-0.245000932362382
RRP12	-0.384373794758131
RETREG3	-0.412750543601703
THOP1	-0.0720711552983272
PIK3AP1	-0.00675211329731376
PM20D2	-0.152761894993083
FOXK1	-0.0799307783132066
NBR1	0.126653627457552
DTX3L	1.11029521044875
NIF3L1	0.299577872249429
PDPR	0.25227124083057
RASA3	
INF2	0.404277738247571
GLUL	1.40234563271177
HLA-DPA1	0.152744575150768
N4BP2	-3.01195366335585
SCYL1	0.873303953825388
BCCIP	0.696866714934864
SPTA1	-0.571040258508494
COQ8A	0.231194659217981
PROS1	-0.607299651486571
PAF1	-0.060870168144426
PHLDB3	-0.24555445166053
SCRN2	0.980974779151575
CRYBG1	-0.975765133991651
GPX7	-0.15507057178188
MAIP1	0.519204402534863
NUP210L	-1.54615245755274
RNF20	-0.111298120832038
DIMT1	0.224026409070496
B4GALT1	-0.165324027804119
MRPS2	-0.0947740072377424
CSTF1	0.0792834408802834
DARS2	0.168065865675495
AGO1	0.391558057765378
AAR2	0.308277387883063
TERF2IP	-0.117399293630471
ADNP	-0.0370295291223375
PPP1R9B	0.0881214746943424
TOM1L2	
PPIP5K2	-1.04388870963087
SYMPK	-0.20805918756
LUC7L2	-0.469522262060153
GCLC	0.125353038824759
FCGRT	-0.465807422145173
RENBP	0.800679360950256
KNTC1	-0.370944487611022
SMARCA2	-0.089984546776534
RBM15	-0.0647813175059274
TRAM1	0.299475099458789
AKAP9	-0.428199824926277
ODF2	0.278844111092631
ABCD1	-0.565263100093994
MCCC1	0.267156828917389
ACSL4	-0.114290295837375
PCCB	0.69905892617848
TPMT	0.0369487912398808
EMC7	-0.194617217329925
PRKAB1	0.0549805691483188
GRAMD1A	0.131684828637744
DCAF7	-0.0696320774308056
NUP107	-0.0218302752656752
PCID2	-0.0518685236845768
CLASP1	-1.72260972954189
NLN	0.287465153737508
OGDHL	0.849112649999856
ABHD12	-0.815505331996446
TEX264	-0.525780195120723
LPCAT3	0.113992016775069
SPEN	0.667269703789381
ABHD16A	-0.106189192382402
SLC13A2	0.826501865724364
SMAP1	
SUMF1	0.395896464035241
PGM3	
GHDC	-0.755862028161501
FAM3C	-0.114435617439022
ELAC2	0.010221214729897
NUDCD3	-0.471403409024471
CUL4A	0.230268233954833
MOSPD2	-0.311517405347059
PRRC2C	0.0986293833053304
TUBA8	
TOR1B	0.110098503447088
ANAPC4	-0.997600370238664
NELFE	-0.123537093735932
COMMD4	-0.471744603095357
CLPTM1	-0.256934864965622
CUL1	0.370057723620078
NOP2	-0.334798117928408
INTS9	0.0885461649572832
OXSM	0.356673206726484
CPSF2	-0.207435337512371
TC2N	-0.208995280762332
PGD	
RBM4B	0.331719262034159
NUP43	0.169439239452565
ABRAXAS2	0.170918493993104
EVL	0.682347778687212
NBAS	-0.0331904103196627
ASAP1	-0.838299819796059
PNKD	-0.150133181829448
HIRIP3	0.749650028138522
TRMT1L	-0.0471197879686374
CLPB	-0.155201385400836
KAT8	0.727091534256561
STX5	-0.296818391007108
RRP8	-0.135736358487977
RANBP2	0.374306605337685
IRAK3	-0.465747681553896
CMAS	-0.114741090513721
CUL5	0.249048496807533
VPS13C	-0.253436981850635
VCPIP1	0.450026792650282
NUP214	-0.0140474202816561
SEC16A	-0.548424836912999
DDX51	-0.0827200976823065
GANAB	0.0838433656242994
THOC5	0.232046371170477
MFAP1	-0.0662756644974427
GIGYF2	0.367129975039103
CDC23	0.474403796104827
PLD1	-0.604253324422737
CRTAP	-0.358021544583395
YTHDF1	-0.0829075882136904
TMEM87A	-0.541137820031731
RSRC2	0.699535981290554
POLR2A	-0.0423116300548636
RABGEF1	0.74425642512142
ASPH	0.372596267391868
LPL	
TBC1D2	1.81405453236883
ACTR10	-0.581735495621168
CIAO1	-0.115936350055866
ASMTL	-0.210227371478674
UBE2Z	0.669481699438215
HSPA4L	0.331923802818575
MYBBP1A	-0.382634206592835
GANC	
ZMYND8	-0.347767537235065
RIPOR2	-0.245784326209268
KCTD18	0.147263463932926
NOP14	-0.530154012143934
ACOX1	-0.000347772963507373
RANBP10	0.416980881334152
ARRB1	0.875321201051176
BCL7C	-0.199846151751708
CHD1	-1.02413695638065
AP3B1	-0.0807332358794653
MRPL55	0.0244758123571868
AP1G2	0.526058012267444
KIF2A	0.272716018988532
DCAF8	0.0286857806542474
NOMO2	-0.113131541332469
BYSL	0.490407841720343
THOC2	0.220731954816836
CARS1	0.385981134711627
PRKAG1	-0.0652633105678567
PEX19	-0.199156690760243
EIF2B3	-0.126971068127042
TP53BP1	-0.244936439515916
YBX3	0.902715647695709
EMC10	0.207158308674153
SRPK1	-1.05240851663265
NUDT16	-1.42193980320658
MPG	0.621140439307344
KDM3B	0.367133631940598
ITGAL	0.32279104694806
DHRS7B	-0.25306364837006
DOCK11	-0.0302904255464996
API5	0.453899147473033
ANKS1A	1.15755321361254
TLK1	
DAP3	-0.0597578842219066
RNF7	0.0910550574940541
KCNAB2	0.00961241975849351
ACP2	-0.30882230128874
ATPAF2	-0.228093187171178
AHCYL1	0.190422262399894
ZC3H18	0.0235493860599162
EIF2A	-0.0775389161876073
RBM10	-0.0374588003828368
CROCC	-0.495672542672396
FYB1	1.35936530679551
AK1	0.522277356162202
SEC24A	0.127105873114871
NOL6	0.118134743741274
ROCK1	0.448714472552138
AMPD2	0.6685953866214
KPNA3	-0.300033258009571
DRG2	-0.0134099882844788
SYAP1	0.722976575579174
SPAG7	0.933020209389792
GABPA	0.38540554282203
ZNF644	-1.11175035718945
DNAJC11	0.178778900006258
C1orf174	-0.401166085525077
RPRD1A	0.091129828717685
NUP98	-0.17660926739636
UXS1	-1.50517619522921
HBS1L	-0.46864153488554
IGFBP3	
DDX23	-0.0898010495290825
PPP1CC	-0.0118948747302098
ATP11C	-0.545525934539295
PHKG2	0.434242546617614
BAZ1A	-0.623344213514605
SPTBN1	0.435341280184974
CCDC88A	-1.3097509286492
DCTN4	-0.0789834407441664
APOA1	-0.567726513149477
PIK3CG	-0.52307057084763
ASF1B	-0.917037644749607
MTCL1	0.231217582211809
TCERG1	0.142800801057183
SORL1	-0.503671942002805
GOSR2	0.427276494345318
GTPBP4	-0.0714979807328312
SLC25A37	-0.888410505280139
NARS2	0.363936479860965
MTPAP	0.138206830949565
PDK1	0.328458752096552
CTBP2	0.0621789502469445
MIA3	-1.49980582720522
RGS14	-0.252614968495207
PXK	-1.29369628281339
SLC25A13	-0.16419911999923
EXOSC10	0.0470466690160205
SRGAP2	0.0695079967827905
YARS2	0.0034133524318404
CRBN	0.120601624207153
HPX	-0.66436461761962
OSBPL1A	-0.0738538379721343
ZFP91	0.00581912034144163
BRD3	0.0803295006716157
CANT1	-0.146572047654991
OAS2	1.13215054420711
ALDH5A1	0.265056995434426
STX18	0.262496326731181
PRKG2	-1.20438926293987
MRPS35	0.0838393450855251
HPS5	-0.102199218326631
TBK1	0.149355619072752
FXR2	-0.0954257045573748
ACSF2	0.414717317123666
IMPDH1	-0.257016758977405
PPIL2	0.233285118574487
WDHD1	0.810383333164355
NCAPD2	-0.361943989448444
DACH1	-1.26215652369189
TNPO3	-0.272747802834284
NXF1	0.324593955555788
SGPL1	0.219591669674735
PDLIM5	1.02666709453892
AKAP8	1.05413853086494
DNAJC2	0.262387047233126
ATL2	-0.734370853105072
ATP8B4	
RRP1B	0.14965182872364
COL6A3	0.439968441190883
EPHX2	0.724296058140788
CARM1	-0.0615436809045669
KTN1	0.0725824579725997
CD226	
PPCDC	-2.0455785003027
TOR2A	-0.15895574871051
METTL3	0.337690581087881
CPA3	-1.4934200724059
MKI67	-0.654093953532295
DFFA	0.82263742234241
RRS1	0.271146376674555
NSMCE4A	-0.465398294531066
CCDC22	-0.338700734743341
GRWD1	0.264812960139723
TNFSF12-TNFSF13	-0.229926118021898
CERS2	-0.0654923613626155
SPTBN2	-0.636674116287604
AARSD1	0.0453306577664194
TAOK3	0.768217601262361
CYGB	
POR	0.185612914299072
SP1	0.46666530891421
MMAB	-0.239026887139519
ARFGEF1	-0.295506079675418
GNPAT	0.380467594236315
WDR12	-0.0747252737381298
GMPR	0.320275308486162
PPM1A	0.962311587186098
IPO9	0.210182724539201
POLD2	0.200888057294026
KPNA2	-0.411710503256679
TRAPPC3	0.116693772604237
RDH14	0.208188784296014
RBBP5	-0.00319042543250948
ZC3H11A	0.437266952695297
EEFSEC	0.214205506042596
BAG4	-0.0842273703573994
SURF1	-0.149927742767054
AGL	-0.247777068308141
MEN1	0.406521462854976
MAPKBP1	-1.62946595893477
CPSF1	-0.129988887438202
TJP2	-1.35863862793152
ARID1B	0.0122739593793791
VAC14	-0.0453804988449386
SCAF4	0.231867700133335
KRT86	
GTPBP10	1.03169601091677
OTULIN	0.109718782858246
PELO	0.499170583192586
RDX	-0.141022017919721
CRYZL1	-0.102031899388741
PPP2CB	0.0446454831695361
NUP58	0.133199993089789
MYH14	-0.401489008816056
ENTPD1	
GALNS	-0.655921163276266
ACAP2	0.0498242942557058
SLC27A3	1.18322009105976
POLD1	-0.179586697185792
ZNF316	-0.11097118297493
RFC1	-0.0407255836580961
ZC3H15	-0.183045044999404
DCTN6	0.607798665305503
DPYD	0.571856919640121
TAP1	0.570630000842862
RAP1GAP2	0.694723829804817
BABAM1	-0.274419056563509
CYFIP2	0.925899374670383
XPOT	0.124724630247632
CD300LF	
GATAD2B	-0.0604789526288417
EIF2AK2	0.750676592972614
PLIN2	
C1R	0.144277759054858
NIFK	0.0903257826316362
TNRC18	-0.386357142768659
SETD3	0.730736183460744
MYH11	-1.13322833362446
ASXL2	0.26572724459406
SARDH	-0.0378680016477445
THOC1	-0.182654358555795
COIL	0.306620473507142
TUBB6	-0.503593919211363
PTMS	2.46369957875321
ILF3	0.487445155731811
SAP30BP	-0.0702938273735364
RRM2	-0.103247048072732
ZW10	-0.238849617393761
FOXRED1	0.391338225470906
GEMIN5	0.585829944228996
DHX38	0.115028153353088
TTC1	0.361988639213699
MYLK	0.00627922597350553
TAB1	0.690879191698737
DDX19B	0.0491977233260879
MAPK14	0.0356416971001127
TESC	0.762576283654883
SLC27A2	-0.153002820916166
CASP2	0.964010030399608
PGP	-0.409041261388124
PUS1	0.213478231149665
VPS36	-0.390949452257286
DLGAP4	-0.464030892221084
RABL3	-0.0626008918939551
RAB34	-0.298658538540832
NUP153	-0.185525767171492
STX12	-0.117063055282861
DGAT1	-0.777771832026723
PHYHIP	-0.102169092527686
GTF2F1	0.146366158061815
LRCH4	-0.477153564797127
OSBPL8	0.619119593443274
RRAGC	-0.533206739635258
NEMF	-0.082449489680896
MPDU1	0.0656270531877035
LLPH	-0.15966344253353
DDRGK1	-0.111135804294398
MRPL40	0.520571854493427
RFC3	0.0471495765102593
MICU2	-0.470924179119913
TATDN1	0.473436045446715
WTAP	0.150129920132445
MRPL18	0.392990046948411
OGFR	0.409092686043629
VMP1	0.547471950455474
PARN	-0.397230106885145
SDCBP	-0.0180365437049506
TUBA1C	-0.415822533806953
CSTF3	0.0287669550888073
PRKCQ	0.452911217716877
SLMAP	-2.00604505261892
IBA57	1.02045304132516
TMEM33	0.442140945190423
PI4KA	-0.263624963516212
POLR1A	0.332054382608556
DDAH1	
APAF1	0.100340677222498
FNTA	0.0436068289148001
PPP2R5C	-0.277276654229794
RHOT2	-0.307481691240766
THUMPD1	0.496500163125931
ARL6IP6	-0.220430310517837
SIN3A	-0.16793133668704
PDK3	0.691968147723751
OSBPL7	-1.22169260064073
UTRN	-0.398041962009228
ACOX3	0.566954112934198
AKT1	-0.652908408488353
GNL3	0.33774095678637
CEP250	-0.236609159809887
KLC1	-0.315737433747961
CKAP5	-1.04198549124026
EPB41L2	0.270946091823284
SPTB	-0.438960652273378
CHD1L	0.707533990837449
UTP6	0.242898657597978
PBXIP1	0.703528850630936
F5	0.142117227386038
DYNC1H1	-0.00870955366943594
NOCT	-0.366174404077225
ITM2B	-0.535273133330597
PSMG1	0.52112810447353
EPB42	-0.353550125404469
SMC2	-0.00167974528632483
MAP4	0.0982823681584321
NACC1	-0.144833271122961
UBA7	0.108087385884095
RBM42	-0.872044941065903
TRNT1	0.487290667482094
EMC1	-0.226383090310996
ATP13A1	-0.760693590068655
HECTD1	-2.32670842335971
RPS6KA3	0.303372408779835
SH3GLB1	0.147629463094848
AURKB	-0.193976118064645
MRPS25	-0.0894009107138428
WDR77	0.0967416559983418
SLU7	0.132085730554257
TMEM160	-0.195691858311143
GPAA1	-0.370202794087814
ARAP1	-0.00896763177048889
AGFG1	0.30951836306941
PRPF40A	-0.212845412454446
BTD	0.304641202495264
PWP2	0.0167666718537707
ABCC1	0.703010456780799
CHMP2A	0.510211250270689
LIG1	-0.0762004927676528
ATP6V0D2	-0.271748111337922
AKR1D1	-0.393810207789685
BRCC3	-0.0838543423123111
RUSF1	0.294806769643238
HSPA13	0.223980297629269
ISYNA1	0.94815079356056
BRK1	0.634280483306824
TPX2	-1.43180823771807
ACO1	0.770541986520331
SH3BP1	1.09739047580509
MAN2A1	0.516510359229977
TRAPPC6B	-0.457252862658635
RAD50	-0.324172621077356
DGKZ	-0.137798688581602
FUCA1	-0.284044815660599
GTF2F2	0.241018593009838
ARFGAP2	0.130908880751249
AASDHPPT	0.416744380032064
FRG1	0.205411237933471
NCAPG	-0.428212867435966
AP3D1	0.0931523431637456
PKLR	-1.71238094328343
TOP2A	-0.566683019266842
GABPB1	0.49429892079499
USP48	0.228231428229659
PRICKLE2	0.185813920146162
POU2F3	
DTNBP1	-0.121201389212012
ASCC3	-0.300677989250528
ABCF2	-0.766073738441687
GPSM3	-0.356625169190069
RGS18	0.453133309047067
SSU72	0.270137299154819
CALU	0.585281885875713
VPS33B	-0.257453975030678
ACAD8	0.677435338989014
UNC45A	0.258792119511463
MRPL9	0.393660335663769
TRABD	0.0952542425788951
TRMT10C	0.202433795744612
CYB5A	-0.26024862251656
SCO1	0.432789156779867
SCRN1	0.468734809776009
SNX12	0.650504191109809
HGS	0.407873550685561
VPS37B	0.556939204617464
STX3	-0.765412385814295
AMT	0.382213929695562
MRE11	-0.233625837808735
XRN2	0.0171004791663796
MARCKSL1	-0.477997821756268
PRPF4B	0.246263861571487
PCLAF	-0.88776529341676
HPF1	0.834748077910901
PSMD8	0.22089087746358
RFLNB	-0.581535303671472
CD55	0.680452415353429
CEP43	
UBQLN1	0.16340785812082
APOH	-0.707059647839603
TBC1D13	-3.33140789252199
GPKOW	-0.000928524117066542
LANCL2	0.335657593135537
TFIP11	0.297368680040166
ISY1	0.0325546033874278
NELFB	0.224810966840685
PITRM1	0.187427890854738
TOR4A	0.0622827344265246
TUBAL3	-0.376517873562122
CAPN2	0.157232758602998
SLBP	-0.927096548654027
QSOX1	
SULT1A4	-1.05278458003259
TGM2	-0.353754900644183
SLC2A5	0.503894794785008
ILKAP	0.236571506107371
CHERP	-0.143547991835457
COPS2	0.337977538768135
TKTL1	
DDX42	0.185206193683675
PDLIM7	-0.356578162123817
MTA1	0.218218216767465
DYSF	-0.718817993490876
GATD1	-0.131480646219971
PDCL3	0.374425256444777
SART1	0.00128996492776127
PPM1B	0.0826198128216588
